SiteID1,SiteID2,SiteName,SiteLat,SiteLon,SiteLonAdj
MS15BATP02,MS15BATP02,Tagus prodelta,38.55,350.67,-9.329999999999984
MS15BATP01,MS15BATP01,Tagus prodelta,38.55,350.67,-9.329999999999984
MS14CCBC02,MS14CCBC02,Brazil Current,-32.5052,309.7573,-50.24270000000001
MS14CCBC01a,MS14CCBC01a,Brazil Current,-32.5052,309.7573,-50.24270000000001
MS14CCBC01b,MS14CCBC01b,Brazil Current,-32.5052,309.7573,-50.24270000000001
MS15VIBC01,MS15VIBC01,Brazil Current,-32.5052,309.7573,-50.24270000000001
MS15VIBM01,MS15VIBM01,Brazil-Malvinas Confluence,-39.3017,306.035,-53.964999999999975
MS96LKSS02,MS96LKSS02,Sargasso Sea,33.7,302.38,-57.620000000000005
MS96LKSS01,MS96LKSS01,Sargasso Sea,33.7,302.38,-57.620000000000005
MS97HLCB04,MS97HLCB04,Cariaco Basin,10.7,295.06,-64.94
MS97HLCB02,MS97HLCB02,Cariaco Basin,10.7,295.06,-64.94
MS97HLCB03,MS97HLCB03,Cariaco Basin,10.7,295.06,-64.94
MS97HLCB01,MS97HLCB01,Cariaco Basin,10.7,295.06,-64.94
MS99LWSC01,MS99LWSC01,South China Sea,20.1167,117.3833,117.3833
SH16MEIN01,WEB8d8f0a7b,Ingoya,71.0622,24.0983,24.0983
SH18CASA,WEB477e36ed,Saloum shell middens,13.9,343.4,-16.600000000000023
SL13TEAG01a,SL13TEAG01A,Adigrat,14.2704,39.4478,39.4478
SL13TEAK01A,SL13TEAK01A,Adi Kolan,13.3322,39.3646,39.3646
SP03BMIL01A,SP03BMIL01A,"Soreq Cave, Israel",32.58,35.03,35.03
SP04DEUS01A,SP04DEUS01A,"Crystal Cave, Wisconsin",44.8333,267.75,-92.25
SP04YUCN02A,SP04YUCN02A,"Dongge Cave, China",25.28,108.08,108.08
SP05CRBR01A,SP05CRBR01A,"Botuvera Cave, Brazil",-27.22,310.8400000000001,-49.15999999999991
SP05MAAT01A,SP05MAAT01A,"Spannagel Cave, Austria",47.09,11.67,11.67
SP06DRIT01A,SP06DRIT01A,"Buca della Renella, Italy Flowstone",44.0,10.0,10.0
SP06DYCN01A,SP06DYCN01A,"Dongge Cave, China",25.28,108.08,108.08
SP07ASUS01A,SP07ASUS01A,"pink Panter Cave, New Mexico",32.083,254.8333,-105.16669999999999
SP07DEUS01A,SP07DEUS01A,"Devils Icebox Cave, Missouri",38.9,267.7,-92.30000000000001
SP07DEUS02A,SP07DEUS02A,"Devils Icebox Cave, Missouri",38.9,267.7,-92.30000000000001
SP07FLOM01A,SP07FLOM01A,"Qunf Cave, Oman",17.17,54.3,54.3
SP07WABR01A,SP07WABR01A,"Botuvera Cave, Brazil",-27.22,310.8400000000001,-49.15999999999991
SP08HUCN01A,SP08HUCN01A,"Heshang Cave, China",30.45,110.416,110.416
SP08SPUS01A,SP08SPUS01A,"Buckeye Creek Cave, West Virginia",37.976,279.6,-80.39999999999998
SP08VBPE01A,SP08VBPE01A,"Cueva del Tigre Perdido, Peru",-5.94,282.69,-77.31
SP08ZHCN01A,SP08ZHCN01A,"Wanxiang Cave, China",33.3,105.0,105.0
SP09FLTR01A,SP09FLTR01A,"Sofular Cave, Turkey",41.416000000000004,31.934,31.934
SP09GRID02A,SP09GRID02A,"Liang Luar Cave, Indonesia",-8.533,120.43299999999999,120.43299999999999
SP09REPE01A,SP09REPE01A,"Cascayunga Cave, Peru",-6.067,282.817,-77.18299999999999
SP09REPE02A,SP09REPE02A,"Cascayunga Cave, Peru",-6.067,282.817,-77.18299999999999
SP10BEIN01A,SP10BEIN01A,"Dandak Cave, India",19.0,82.0,82.0
SP10MEMX01A,SP10MEMX01A,"Tzabnah Cave, Mexico",20.75,270.53,-89.47000000000003
SP10SUSE01A,SP10SUSE01A,"Korallgrottan, Sweden",64.89,14.16,14.16
SP11BEMX01A,SP11BEMX01A,"Cueva del Diablo, Mexico",18.18,260.08,-99.92000000000002
SP11BOAT01A,SP11BOAT01A,"Klapferloch Cave, Austria",46.95,10.55,10.55
SP12CACN01A,SP12CACN01A,"Tianmen Cave, China",30.92,90.07,90.07
SP12ERUS01A,SP12ERUS01A,Oregon Caves,42.098,236.5928,-123.40719999999999
SP12FOAT01A,SP12FOAT01A,"Spannagel Cave, Austria",47.09,11.67,11.67
SP12KEBZ01A,SP12KEBZ01A,"Yok Balum Cave, Belize",16.2086,270.92650000000003,-89.07349999999997
SP12LAMX01A,SP12LAMX01A,"Juxtlahuaca Cave, Mexico",17.4,260.8,-99.19999999999999
SP12NOBR01A,SP12NOBR00A,"Diva de Maura Cave, Brazil",-12.37,318.43,-41.56999999999999
SP13ASBC01,SP13ASBC01,"Bat Cave, China",32.1,104.26,104.26
SP13AYID02A,SP13AYID01A,"Liang Luar Cave, Indonesia",-8.533,120.43299999999999,120.43299999999999
SP13CHPE01A,SP13CHPE01A,"El Condor Cave, Peru",-5.93,282.7,-77.30000000000001
SP13KAPE01A,SP13KAPE01A,"Huagapo Cave, Peru",-11.27,284.21,-75.79000000000002
SP13KAPE02A,SP13KAPE02A,"Huagapo Cave, Peru",-11.27,284.21,-75.79000000000002
SP13LAMX01A,SP13LAMX01A,"Juxtlahuaca Cave, Mexico",17.4,260.8,-99.19999999999999
SP13MCUS01A,SP13MCUS01A,"Crystal Cave, California",36.57,241.22,-118.78
SP13PAVU01A,SP13PAVU01A,"Santo, Vanuatu",-15.5,167.0,167.0
SP13SLNA01A,SP13SLNA01A,"Dante Cave, Namibia",-19.4,17.883,17.883
SP13SUSA01A,SP13SUSA01A,"Cold Air Cave, South Africa",-24.02,29.11,29.11
SP14APPE02A,SP14APPE01A,"Palestina Cave, northwestern Peru",-5.92,282.65,-77.35000000000002
SP14APPE03A,SP14APPE02A,"Palestina Cave, northwestern Peru",-5.92,282.65,-77.35000000000002
SP98KUCN01A,SP98KUCN01A,"ShiHua Cave, China",39.8,115.9,115.9
SP99DEUS01A,SP99DEUS01A,"Cold Water Cave, Iowa",43.47,268.03,-91.97000000000003
SP99DEUS02A,SP99DEUS02A,"Cold Water Cave, Iowa",43.47,268.03,-91.97000000000003
SP99DEUS03A,SP99DEUS03A,"Cold Water Cave, Iowa",43.47,268.03,-91.97000000000003
SS03HAJA01A,Ocean2kHR_126,"Montego Bay, Jamaica",18.47,282.05,-77.94999999999999
SS03HAJA02A,Ocean2kHR_128,"Montego Bay, Jamaica",18.47,282.05,-77.94999999999999
SS05ROES01A,Ocean2kHR_112,Exuma Sound Bahamas,23.67,284.25,-75.75
SS05ROTN02A,SS05ROTN02A,"Tongue of the Ocean, Bahamas",23.92,283.17,-76.82999999999998
TR04EVLI01,TR04EVLI01,"Liberia, Costa Rica",10.0,275.0,-85.0
TR06TRBO00,TR06TRBO00,"Boibar Valley, Northern Pakistan",36.62,74.98,74.98
TR07RECA01,TR07RECA01,"Cavergno, Switzerland",46.35,8.6,8.6
TR07REVI01,TR07REVI01,"Vigera, Switzerland",46.5,8.77,8.77
TR08HORA01,TR08HORA01,Northwestern Russian Tundra,68.1,60.0,60.0
TR08THCO00,TR08THCO00,"Columbia Icefield, British Columbia, Canada",52.5,242.0,-118.0
TR08VOOL00,TR08VOOL00,"Olkhan Island, Russia",53.2833,107.6333,107.6333
TR10ANMO00,TR10ANMO00,"Monteverde Cloud Forest, Costa Rica",10.2,274.65,-85.35000000000002
TR11BAPU02,TR11BAPU02,Puerto Maldonado Peru,-12.6,290.8,-69.19999999999999
TR11BAPU01,TR11BAPU01,Puerto Maldonado Peru,-12.6,290.8,-69.19999999999999
TR11BAVO02,TR11BAVO02,"Volcan Granada, Argentina",-22.0,294.0,-66.0
TR11BAVO01,TR11BAVO01,"Volcan Granada, Argentina",-22.0,294.0,-66.0
TR11GRTP00,WEB7c902e21,"Reting site, China",30.3083,91.5167,91.5167
TR11MAJA02,TR11MAJA02,"Jagdalpur, Central India",19.08,82.33,82.33
TR11MAJA01,TR11MAJA01,"Jagdalpur, Central India",19.08,82.33,82.33
TR11MAPE01,TR11MAPE01,"Perambikulam, Kerala, India",10.43,76.93,76.93
TR11SAHU00,WEB3638db18,"Humla, Nepal",29.85,81.93,81.93
TR11SIMO01,TR11SIMO01,"Russia, Mongun taiga, Tuva Republic",50.23,89.04,89.04
TR11XUPH07,TR11XUPH07,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR11XUPH01,TR11XUPH01,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR11XUPH03,TR11XUPH03,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR11XUPH04,TR11XUPH04,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR11XUPH05,TR11XUPH05,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR11XUPH06,TR11XUPH06,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR11XUPH00,TR11XUPH00,"Phu Leuy, Northern Laos",19.9,101.2,101.2
TR12BECO00,WEB9ec53927,"Almagre Mountain site, Colorado",38.8,255.0,-105.0
TR12BRBO00,WEB1fa7c61b,"Purisima, Northern Bolivia",-11.4,291.284,-68.71600000000001
TR12SAMU01,TR12SAMU01,"Mu Cang Chai, Northern Vietnam",21.67,104.1,104.1
TR12SAMU02,TR12SAMU02,"Mu Cang Chai, Northern Vietnam",21.67,104.1,104.1
TR12SAMU03,TR12SAMU03,"Mu Cang Chai, Northern Vietnam",21.67,104.1,104.1
TR12SAMU04,TR12SAMU04,"Mu Cang Chai, Northern Vietnam",21.67,104.1,104.1
TR12SAMU05,TR12SAMU05,"Mu Cang Chai, Northern Vietnam",21.67,104.1,104.1
TR12SAMU00,TR12SAMU00,"Mu Cang Chai, Northern Vietnam",21.67,104.1,104.1
TR13BROA00,WEB1c82ec4b,"Nizanda, S Mexico",16.65,265.0,-95.0
TR13JOAR01A,WEB942f4ab3,"Arcata Community Forest, N California",40.875,235.9317,-124.0683
TR13JOAR02A,WEBd4a1702f,"Arcata Community Forest, N California",40.875,235.9317,-124.0683
TR13JOAR03A,WEB1393eb44,"Arcata Community Forest, N California",40.875,235.9317,-124.0683
TR13JOAR01B,WEB2a8bacaa,"Arcata Community Forest, N California",40.875,235.9317,-124.0683
TR13JOAR02B,WEBbe879e76,"Arcata Community Forest, N California",40.875,235.9317,-124.0683
TR13JOAR03B,WEBc909cb91,"Arcata Community Forest, N California",40.875,235.9317,-124.0683
TR13JOJS01A,WEB9251bbf1,"Jedediah Smith State Park, N California",41.7883,235.9233,-124.07669999999999
TR13JOJS02A,WEB68260459,"Jedediah Smith State Park, N California",41.7883,235.9233,-124.07669999999999
TR13JOJS03A,WEBfbf93fe8,"Jedediah Smith State Park, N California",41.7883,235.9233,-124.07669999999999
TR13JOJS01B,WEBb58581f1,"Jedediah Smith State Park, N California",41.7883,235.9233,-124.07669999999999
TR13JOJS02B,WEBf2452ae3,"Jedediah Smith State Park, N California",41.7883,235.9233,-124.07669999999999
TR13JOJS03B,WEB79b7abaa,"Jedediah Smith State Park, N California",41.7883,235.9233,-124.07669999999999
TR13JOPC01A,WEB7105d7a6,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC02A,WEBad27530f,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC03A,WEB81ca9328,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC04A,WEBd9f73e6a,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC01B,WEB93ccadc2,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC02B,WEBa9c47a40,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC03B,WEBaba520fa,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13JOPC04B,WEBd5fd45b6,"Prairie Creek State Park, N California",41.4567,235.9533,-124.04669999999999
TR13POMA00,WEB4de479a5,"Mackenzie Delta, NWT, Canada",68.4,226.2,-133.8
TR13SAWA00,WEBa8749551,"Wache, Bhutan",27.983,90.0,90.0
TR13SIKO01,TR13SIKO01,"Russia, Koksu, Russian Altai",49.0,86.0,86.0
TR13SITA01,TR13SITA01,"Russia, Eastern Taimyr Peninsula, Siberia",72.0,100.0,100.0
TR14KOSP00,WEBb0fd9bd0,"Lake Estanyola de Gerber, Spanish Pyrenees",42.6411,1.0025,1.0025
TR15BABO00,WEB255443f2,"Selva Negra, Bolivia",-10.0833,293.7,-66.30000000000001
TR15NACA00,TR15NACA00,QuebecLabrador,54.56,288.8,-71.19999999999999
TR15YOLL00,TR15YOLL00,"Allt Lanlas, Ceredigion",52.2217,355.772,-4.228000000000009
TR15YONW00,TR15YONW00,National Botanic Gardens of Wales,51.8399,355.8485,-4.151499999999999
TR16LAAN00,TR16LAAN00,"Angouleme, France",45.7333,0.3,0.3
TR16LAFO00,TR16LAFO00,"Fontainebleau, France",48.3833,2.6667,2.6667
TR16WEMI00,WEB3e43f177,"MiMei, China",29.45,96.43,96.43
TR16WEXI00,WEB640da8ea,"Xinpu, China",30.42,95.07,95.07
TR17EDSW00,WEB45a0b5cd,SE Sweden,57.815,15.26,15.26
TR17GRTP00,WEB1d361c0a,"Qamdo, China",31.15,97.03299999999999,97.03299999999999
TR17SAMA00,WEB30c97fa8,Manali,32.2167,77.2167,77.2167
TR18GRPM00,WEBcdcf63cd,Perito Moreno,-50.5167,289.8833,-70.11669999999998
TR18XUGA00,WEB4632d6d9,Ganesh,28.183000000000003,85.18299999999999,85.18299999999999
TR18XUJA00,WEB0738fe31,Jageshwar,29.633000000000003,79.85,79.85
TR19LEBR01,WEB302321b9,Black Rock Forest,41.4,285.9833,-74.01670000000001
TR19LEBR02,WEBbc9c2816,Black Rock Forest,41.4,285.9833,-74.01670000000001
TR19LECR00,WEB73c78c6a,"""Crowley's Ridge""",37.0667,270.4,-89.60000000000002
TR19LEFC01,WEB77324fc3,Frick Creek,34.6667,275.8167,-84.18329999999997
TR19LEFC02,WEB67f8c5ec,Frick Creek,34.6667,275.8167,-84.18329999999997
TR19LEOU00,WEBd22ea8c1,Ouachita National Forest,34.6833,265.3667,-94.63330000000002
